,Conditions,Datestamp,Dew Point,Events,Gust Speed,Heat Index,Humidity,Precip,Pressure,Temp.,Time (HKT),Visibility,Wind Dir,Wind Speed,Mlabels
0,[Clear],1997-1-1,[14.0 °C],[],[-],,[64%],[N/A],[1018 hPa],[21.0 °C],[8:00 PM],[8.0 km],[WSW],"[5.6 km/h
		/ 1.5 m/s]",METAR VHHH 011200Z 24003KT 8000 SKC 21/14 Q1018 NOSIG
0,[Clear],1997-1-1,[14.0 °C],[],[-],,[68%],[N/A],[1019 hPa],[20.0 °C],[9:00 PM],[7.0 km],[Calm],[Calm],METAR VHHH 011300Z 00000KT 7000 SKC 20/14 Q1019 NOSIG
0,[Clear],1997-1-1,[15.0 °C],[],[-],,[68%],[N/A],[1019 hPa],[21.0 °C],[10:00 PM],[6.0 km],[SE],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 011400Z 14001KT 6000 SKC 21/15 Q1019 NOSIG
0,[Partly Cloudy],1997-1-1,[15.0 °C],[],[-],,[64%],[N/A],[1019 hPa],[22.0 °C],[11:00 PM],[6.0 km],[WSW],"[5.6 km/h
		/ 1.5 m/s]",METAR VHHH 011500Z 24003KT 6000 FEW080 22/15 Q1019 NOSIG
0,[Partly Cloudy],1997-1-2,[16.0 °C],[],[-],,[78%],[N/A],[1019 hPa],[20.0 °C],[12:00 AM],[6.0 km],[ESE],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 011600Z 12001KT 6000 FEW045 20/16 Q1019 NOSIG
0,[Partly Cloudy],1997-1-2,[16.0 °C],[],[-],,[83%],[N/A],[1019 hPa],[19.0 °C],[1:00 AM],[6.0 km],[SE],"[9.3 km/h
		/ 2.6 m/s]",METAR VHHH 011700Z 14005KT 6000 FEW045 19/16 Q1019 NOSIG
0,[Partly Cloudy],1997-1-2,[15.0 °C],[],[-],,[83%],[N/A],[1018 hPa],[18.0 °C],[2:00 AM],[7.0 km],[SE],"[16.7 km/h
		/ 4.6 m/s]",METAR VHHH 011800Z 13009KT 7000 FEW045 18/15 Q1018 NOSIG
0,[Partly Cloudy],1997-1-2,[15.0 °C],[],[-],,[78%],[N/A],[1018 hPa],[19.0 °C],[3:00 AM],[7.0 km],[SSE],"[14.8 km/h
		/ 4.1 m/s]",METAR VHHH 011900Z 16008KT 7000 FEW045 19/15 Q1018 NOSIG
0,[Partly Cloudy],1997-1-2,[14.0 °C],[],[-],,[73%],[N/A],[1018 hPa],[19.0 °C],[4:00 AM],[7.0 km],[SE],"[13.0 km/h
		/ 3.6 m/s]",METAR VHHH 012000Z 14007KT 7000 FEW045 19/14 Q1018 NOSIG
0,[Partly Cloudy],1997-1-2,[11.0 °C],[],"[37.0 km/h
		/ 10.3 m/s]",,[53%],[N/A],[1018 hPa],[21.0 °C],[5:00 AM],[7.0 km],[ENE],"[18.5 km/h
		/ 5.1 m/s]",METAR VHHH 012100Z 06010G20KT 340V110 7000 FEW045 21/11 Q1018 NOSIG
0,[Partly Cloudy],1997-1-2,[10.0 °C],[],[-],,[49%],[N/A],[1019 hPa],[21.0 °C],[6:00 AM],[7.0 km],[East],"[16.7 km/h
		/ 4.6 m/s]",METAR VHHH 012200Z 08009KT 040V120 7000 FEW045 21/10 Q1019 NOSIG
0,[Partly Cloudy],1997-1-2,[11.0 °C],[],[-],,[56%],[N/A],[1019 hPa],[20.0 °C],[7:00 AM],[7.0 km],[East],"[16.7 km/h
		/ 4.6 m/s]",METAR VHHH 012300Z 10009KT 070V130 7000 FEW045 20/11 Q1019 NOSIG
0,[Partly Cloudy],1997-1-2,[12.0 °C],[],[-],,[60%],[N/A],[1020 hPa],[20.0 °C],[8:00 AM],[7.0 km],[ESE],"[20.4 km/h
		/ 5.7 m/s]",METAR VHHH 020000Z 11011KT 7000 FEW100 20/12 Q1020 NOSIG
0,[Haze],1997-1-2,[15.0 °C],[],[-],,[73%],[N/A],[1021 hPa],[20.0 °C],[10:00 AM],[5.0 km],[East],"[25.9 km/h
		/ 7.2 m/s]",METAR VHHH 020200 10014KT 5000 HZ FEW017 SCT025 20/15 Q1021 TEMPO 4500 HZ
0,[Haze],1997-1-2,[14.0 °C],[],[-],,[68%],[N/A],[1020 hPa],[20.0 °C],[11:00 AM],[5.0 km],[East],"[27.8 km/h
		/ 7.7 m/s]",METAR VHHH 020300Z 10015KT 060V130 5000 HZ FEW017 SCT025 20/14 Q1020 TEMPO 4500 HZ
0,[Partly Cloudy],1997-1-2,[14.0 °C],[],[-],,[64%],[N/A],[1019 hPa],[21.0 °C],[12:00 PM],[6.0 km],[ESE],"[20.4 km/h
		/ 5.7 m/s]",METAR VHHH 020400Z 11011KT 6000 FEW025 21/14 Q1019 TEMPO 4500 HZ
0,[Mostly Cloudy],1997-1-2,[15.0 °C],[],[-],,[64%],[N/A],[1018 hPa],[22.0 °C],[1:00 PM],[6.0 km],[ESE],"[22.2 km/h
		/ 6.2 m/s]",METAR VHHH 020500Z 12012KT 090V160 6000 BKN100 22/15 Q1018 TEMPO 4500 HZ
0,[Haze],1997-1-2,[15.0 °C],[],[-],,[68%],[N/A],[1017 hPa],[21.0 °C],[2:00 PM],[4.5 km],[East],"[22.2 km/h
		/ 6.2 m/s]",METAR VHHH 020600Z 10012KT 060V120 4500 HZ FEW018 SCT090 21/15 Q1017 NOSIG
0,[Haze],1997-1-2,[15.0 °C],[],[-],,[68%],[N/A],[1017 hPa],[21.0 °C],[3:00 PM],[4.5 km],[East],"[22.2 km/h
		/ 6.2 m/s]",METAR VHHH 020700Z 08012KT 4500 HZ FEW018 BKN090 21/15 Q1017 NOSIG
0,[Haze],1997-1-2,[15.0 °C],[],[-],,[78%],[N/A],[1017 hPa],[19.0 °C],[5:00 PM],[4.0 km],[East],"[22.2 km/h
		/ 6.2 m/s]",METAR VHHH 020900Z 10012KT 4000 HZ FEW018 BKN090 19/15 Q1017 NOSIG
0,[Light Rain],1997-1-2,[15.0 °C],[Rain],[-],,[73%],[N/A],[1017 hPa],[20.0 °C],[6:00 PM],[4.5 km],[East],"[16.7 km/h
		/ 4.6 m/s]",METAR VHHH 021000Z 08009KT 040V140 4500 -RA FEW016 SCT025 BKN080 20/15 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-2,[15.0 °C],[],[-],,[78%],[N/A],[1018 hPa],[19.0 °C],[7:00 PM],[6.0 km],[East],"[14.8 km/h
		/ 4.1 m/s]",METAR VHHH 021100Z 10008KT 050V150 6000 FEW015 SCT025 BKN080 19/15 Q1018 NOSIG
0,[Mostly Cloudy],1997-1-2,[15.0 °C],[],[-],,[78%],[N/A],[1018 hPa],[19.0 °C],[8:00 PM],[6.0 km],[East],"[18.5 km/h
		/ 5.1 m/s]",METAR VHHH 021200Z 10010KT 060V120 6000 FEW016 SCT025 BKN080 19/15 Q1018 NOSIG
0,[Mostly Cloudy],1997-1-2,[15.0 °C],[],[-],,[78%],[N/A],[1018 hPa],[19.0 °C],[9:00 PM],[6.0 km],[East],"[20.4 km/h
		/ 5.7 m/s]",METAR VHHH 021300Z 09011KT 310V130 6000 FEW016 SCT025 BKN080 19/15 Q1018 NOSIG
0,[Mostly Cloudy],1997-1-2,[14.0 °C],[],[-],,[73%],[N/A],[1018 hPa],[19.0 °C],[10:00 PM],[6.0 km],[East],"[20.4 km/h
		/ 5.7 m/s]",METAR VHHH 021400Z 09011KT 040V140 6000 FEW016 SCT025 BKN080 19/14 Q1018 NOSIG
0,[Mostly Cloudy],1997-1-3,[14.0 °C],[],"[48.2 km/h
		/ 13.4 m/s]",,[77%],[N/A],[1017 hPa],[18.0 °C],[12:00 AM],[6.0 km],[East],"[29.6 km/h
		/ 8.2 m/s]",METAR VHHH 021600Z 09016G26KT 050V120 6000 FEW016 SCT025 BKN080 18/14 Q1017 WS LDG RWY 13/31 NOSIG
0,[Mostly Cloudy],1997-1-3,[14.0 °C],[],[-],,[77%],[N/A],[1017 hPa],[18.0 °C],[1:00 AM],[7.0 km],[East],"[27.8 km/h
		/ 7.7 m/s]",METAR VHHH 021700Z 09015KT 050V120 7000 FEW016 SCT025 BKN080 18/14 Q1017 WS LDG RWY 13/31 NOSIG
0,[Mostly Cloudy],1997-1-3,[14.0 °C],[],[-],,[77%],[N/A],[1017 hPa],[18.0 °C],[2:00 AM],[6.0 km],[East],"[22.2 km/h
		/ 6.2 m/s]",METAR VHHH 021800Z 10012KT 060V160 6000 FEW016 SCT025 BKN080 18/14 Q1017 WS LDG RWY 13/31 NOSIG
0,[Mostly Cloudy],1997-1-3,[14.0 °C],[],[-],,[77%],[N/A],[1016 hPa],[18.0 °C],[3:00 AM],[6.0 km],[East],"[22.2 km/h
		/ 6.2 m/s]",METAR VHHH 021900Z 09012KT 030V130 6000 FEW016 SCT025 BKN080 18/14 Q1016 WS LDG RWY 13/31 NOSIG
0,[Light Rain],1997-1-3,[13.0 °C],[Rain],[-],,[73%],[N/A],[1016 hPa],[18.0 °C],[4:00 AM],[6.0 km],[East],"[18.5 km/h
		/ 5.1 m/s]",METAR VHHH 022000Z 10010KT 040V120 6000 -RA FEW016 SCT025 BKN080 18/13 Q1016 WS LDG RWY 13/31 NOSIG
0,[Light Rain],1997-1-3,[13.0 °C],[Rain],"[40.7 km/h
		/ 11.3 m/s]",,[77%],[N/A],[1017 hPa],[17.0 °C],[5:00 AM],[6.0 km],[East],"[22.2 km/h
		/ 6.2 m/s]",METAR VHHH 022100Z 09012G22KT 050V120 6000 -RA FEW015 SCT025 BKN080 17/13 Q1017 WS LDG RWY 13/31 NOSIG
0,[Mostly Cloudy],1997-1-3,[13.0 °C],[],[-],,[73%],[N/A],[1017 hPa],[18.0 °C],[6:00 AM],[6.0 km],[East],"[16.7 km/h
		/ 4.6 m/s]",METAR VHHH 022200Z 10009KT 050V130 6000 FEW018 SCT030 BKN080 18/13 Q1017 WS LDG RWY 13/31 NOSIG
0,[Mostly Cloudy],1997-1-3,[13.0 °C],[],[-],,[73%],[N/A],[1018 hPa],[18.0 °C],[8:00 AM],[6.0 km],[East],"[14.8 km/h
		/ 4.1 m/s]",METAR VHHH 030000Z 10008KT 050V130 6000 FEW016 SCT025 BKN080 18/13 Q1018 TEMPO 4000 -RA
0,[Light Rain],1997-1-3,[14.0 °C],[Rain],[-],,[77%],[N/A],[1018 hPa],[18.0 °C],[9:00 AM],[4.5 km],[East],"[18.5 km/h
		/ 5.1 m/s]",METAR VHHH 030100Z 09010KT 060V120 4500 -RA FEW015 SCT025 BKN080 18/14 Q1018 NOSIG
0,[Light Rain],1997-1-3,[14.0 °C],[Rain],"[42.6 km/h
		/ 11.8 m/s]",,[82%],[N/A],[1019 hPa],[17.0 °C],[11:00 AM],[4.0 km],[ESE],"[24.1 km/h
		/ 6.7 m/s]",METAR VHHH 030300Z 11013G23KT 050V130 4000 -RA FEW013 SCT025 BKN080 17/14 Q1019 NOSIG
0,[Light Rain],1997-1-3,[14.0 °C],[Rain],"[31.5 km/h
		/ 8.7 m/s]",,[82%],[N/A],[1019 hPa],[17.0 °C],[12:00 PM],[3.5 km],[ESE],"[11.1 km/h
		/ 3.1 m/s]",METAR VHHH 030400Z 11006G17KT 050V160 3500 -RA FEW012 SCT020 BKN080 17/14 Q1019 NOSIG
0,[Light Rain],1997-1-3,[14.0 °C],[Rain],[-],,[82%],[N/A],[1017 hPa],[17.0 °C],[1:00 PM],[4.0 km],[East],"[20.4 km/h
		/ 5.7 m/s]",METAR VHHH 030500Z 10011KT 040V140 4000 -RA FEW012 SCT020 BKN080 17/14 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-3,[14.0 °C],[],[-],,[77%],[N/A],[1016 hPa],[18.0 °C],[2:00 PM],[-],[East],"[14.8 km/h
		/ 4.1 m/s]",METAR VHHH 030600Z 09008KT 330V160 4800 BR FEW012 SCT020 BKN080 18/14 Q1016 TEMPO 3000 BR -RA
0,[Mostly Cloudy],1997-1-3,[14.0 °C],[],[-],,[77%],[N/A],[1015 hPa],[18.0 °C],[4:00 PM],[-],[ENE],"[11.1 km/h
		/ 3.1 m/s]",METAR VHHH 030800Z 07006KT 270V190 4200 BR FEW012 SCT020 BKN080 18/14 Q1015 TEMPO 3000 BR -RA
0,[Mostly Cloudy],1997-1-3,[15.0 °C],[],"[35.2 km/h
		/ 9.8 m/s]",,[83%],[N/A],[1015 hPa],[18.0 °C],[5:00 PM],[7.0 km],[ENE],"[9.3 km/h
		/ 2.6 m/s]",METAR VHHH 030900Z 06005G19KT 250V140 7000 FEW012 SCT018 BKN080 18/15 Q1015 TEMPO 3000 BR -RA
0,[Light Rain],1997-1-3,[15.0 °C],[Rain],[-],,[88%],[N/A],[1016 hPa],[17.0 °C],[6:00 PM],[-],[North],"[13.0 km/h
		/ 3.6 m/s]",METAR VHHH 031000Z 01007KT 330V080 4600 -RA BR FEW010 SCT018 BKN080 17/15 Q1016 WS LDG RWY 13 TEMPO 3000 BR -RA
0,[Light Rain],1997-1-3,[15.0 °C],[Rain],[-],,[88%],[N/A],[1016 hPa],[17.0 °C],[7:00 PM],[6.0 km],[West],"[3.7 km/h
		/ 1.0 m/s]",METAR VHHH 031100Z 26002KT 6000 -RA FEW010 SCT018 BKN080 17/15 Q1016 TEMPO 3000 BR -RA
0,[Light Rain],1997-1-3,[15.0 °C],[Rain],[-],,[88%],[N/A],[1017 hPa],[17.0 °C],[9:00 PM],[7.0 km],[ENE],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 031300Z 06001KT 7000 -RA FEW010 SCT017 BKN080 17/15 Q1017 TEMPO 4000 -RA
0,[Light Rain],1997-1-3,[15.0 °C],[Rain],[-],,[88%],[N/A],[1017 hPa],[17.0 °C],[11:00 PM],[10.0 km],[North],"[3.7 km/h
		/ 1.0 m/s]",METAR VHHH 031500Z 36002KT 9999 -RA FEW010 SCT017 BKN080 17/15 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[88%],[N/A],[1017 hPa],[17.0 °C],[12:00 AM],[10.0 km],[SSW],"[11.1 km/h
		/ 3.1 m/s]",METAR VHHH 031600Z 20006KT 160V240 9999 FEW012 SCT018 BKN080 17/15 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[88%],[N/A],[1017 hPa],[17.0 °C],[1:00 AM],[10.0 km],[SSE],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 031700Z 15001KT 9999 FEW012 SCT018 BKN080 17/15 Q1017 NOSIG
0,[Light Rain],1997-1-4,[15.0 °C],[Rain],[-],,[88%],[N/A],[1017 hPa],[17.0 °C],[2:00 AM],[10.0 km],[SSW],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 031800Z 20001KT 9999 -RA FEW012 SCT018 BKN080 17/15 Q1017 NOSIG
0,[Light Rain],1997-1-4,[14.0 °C],[Rain],[-],,[82%],[N/A],[1017 hPa],[17.0 °C],[3:00 AM],[10.0 km],[NE],"[5.6 km/h
		/ 1.5 m/s]",METAR VHHH 031900Z 05003KT 9999 -RA FEW012 SCT018 BKN080 17/14 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[88%],[N/A],[1016 hPa],[17.0 °C],[4:00 AM],[10.0 km],[ESE],"[7.4 km/h
		/ 2.1 m/s]",METAR VHHH 032000Z 12004KT 290V210 9999 FEW012 SCT025 BKN080 17/15 Q1016 NOSIG
0,[Light Rain],1997-1-4,[15.0 °C],[Rain],[-],,[88%],[N/A],[1016 hPa],[17.0 °C],[5:00 AM],[10.0 km],[SE],"[9.3 km/h
		/ 2.6 m/s]",METAR VHHH 032100Z 14005KT 090V160 9999 -RA FEW015 SCT025 BKN080 17/15 Q1016 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[88%],[N/A],[1017 hPa],[17.0 °C],[6:00 AM],[10.0 km],[ESE],"[7.4 km/h
		/ 2.1 m/s]",METAR VHHH 032200Z 12004KT 100V160 9999 FEW014 SCT025 BKN080 17/15 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[88%],[N/A],[1018 hPa],[17.0 °C],[7:00 AM],[10.0 km],[East],"[11.1 km/h
		/ 3.1 m/s]",METAR VHHH 032300Z 10006KT 9999 FEW013 SCT025 BKN080 17/15 Q1018 NOSIG
0,[Mostly Cloudy],1997-1-4,[16.0 °C],[],[-],,[88%],[N/A],[1019 hPa],[18.0 °C],[9:00 AM],[9.0 km],[NW],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 040100Z 32001KT 9000 FEW008 SCT016 BKN080 18/16 Q1019 TEMPO 4000 -RA
0,[Mostly Cloudy],1997-1-4,[16.0 °C],[],[-],,[88%],[N/A],[1019 hPa],[18.0 °C],[10:00 AM],[10.0 km],[East],"[3.7 km/h
		/ 1.0 m/s]",METAR VHHH 040200Z 09002KT 9999 FEW012 SCT016 BKN080 18/16 Q1019 NOSIG
0,[Mostly Cloudy],1997-1-4,[16.0 °C],[],[-],,[83%],[N/A],[1019 hPa],[19.0 °C],[12:00 PM],[10.0 km],[South],"[9.3 km/h
		/ 2.6 m/s]",METAR VHHH 040400Z 17005KT 120V250 9999 FEW015 SCT018 BKN080 19/16 Q1019 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[78%],[N/A],[1017 hPa],[19.0 °C],[1:00 PM],[8.0 km],[SSW],"[3.7 km/h
		/ 1.0 m/s]",METAR VHHH 040500Z 20002KT 8000 FEW015 SCT020 BKN080 19/15 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[78%],[N/A],[1017 hPa],[19.0 °C],[2:00 PM],[7.0 km],[SSE],"[7.4 km/h
		/ 2.1 m/s]",METAR VHHH 040600Z 16004KT 130V220 7000 FEW015 SCT020 BKN080 19/15 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[73%],[N/A],[1016 hPa],[20.0 °C],[3:00 PM],[7.0 km],[North],"[5.6 km/h
		/ 1.5 m/s]",METAR VHHH 040700Z 36003KT 7000 FEW015 SCT020 BKN080 20/15 Q1016 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[73%],[N/A],[1017 hPa],[20.0 °C],[5:00 PM],[8.0 km],[Calm],[Calm],METAR VHHH 040900Z 00000KT 8000 FEW022 SCT030 BKN080 20/15 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-4,[15.0 °C],[],[-],,[73%],[N/A],[1017 hPa],[20.0 °C],[6:00 PM],[8.0 km],[NE],"[3.7 km/h
		/ 1.0 m/s]",METAR VHHH 041000Z 04002KT 8000 FEW025 SCT030 BKN080 20/15 Q1017 NOSIG
0,[Mostly Cloudy],1997-1-4,[14.0 °C],[],[-],,[68%],[N/A],[1018 hPa],[20.0 °C],[7:00 PM],[8.0 km],[NNW],"[3.7 km/h
		/ 1.0 m/s]",METAR VHHH 041100Z 33002KT 8000 SCT025 BKN080 20/14 Q1018 NOSIG
0,[Partly Cloudy],1997-1-4,[14.0 °C],[],[-],,[73%],[N/A],[1019 hPa],[19.0 °C],[9:00 PM],[10.0 km],[North],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 041300Z 35001KT 9999 FEW035 19/14 Q1019 NOSIG
0,[Scattered Clouds],1997-1-5,[13.0 °C],[],[-],,[73%],[N/A],[1019 hPa],[18.0 °C],[2:00 AM],[10.0 km],[NNW],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 041800Z 33001KT 9999 FEW030 SCT050 18/13 Q1019 NOSIG
0,[Scattered Clouds],1997-1-5,[12.0 °C],[],[-],,[68%],[N/A],[1019 hPa],[18.0 °C],[3:00 AM],[10.0 km],[WSW],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 041900Z 25001KT 9999 FEW030 SCT050 18/12 Q1019 NOSIG
0,[Scattered Clouds],1997-1-5,[12.0 °C],[],[-],,[72%],[N/A],[1019 hPa],[17.0 °C],[4:00 AM],[10.0 km],[SW],"[3.7 km/h
		/ 1.0 m/s]",METAR VHHH 042000Z 22002KT 9999 SCT040 17/12 Q1019 WS LDG RWY 13 NOSIG
0,[Partly Cloudy],1997-1-5,[11.0 °C],[],"[40.7 km/h
		/ 11.3 m/s]",,[68%],[N/A],[1020 hPa],[17.0 °C],[5:00 AM],[10.0 km],[NNE],"[18.5 km/h
		/ 5.1 m/s]",METAR VHHH 042100Z 02010G22KT 330V080 9999 FEW040 17/11 Q1020 WS LDG RWY 13 NOSIG
0,[Scattered Clouds],1997-1-5,[10.0 °C],[],[-],,[68%],[N/A],[1020 hPa],[16.0 °C],[6:00 AM],[10.0 km],[North],"[20.4 km/h
		/ 5.7 m/s]",METAR VHHH 042200Z 01011KT 330V080 9999 FEW040 SCT080 16/10 Q1020 WS LDG RWY 13 NOSIG
0,[Scattered Clouds],1997-1-5,[9.0 °C],[],"[46.3 km/h
		/ 12.9 m/s]",,[63%],[N/A],[1021 hPa],[16.0 °C],[7:00 AM],[9.0 km],[North],"[25.9 km/h
		/ 7.2 m/s]",METAR VHHH 042300Z 01014G25KT 340V100 9000 FEW040 SCT080 16/09 Q1021 WS LDG RWY 13/31 NOSIG
0,[Scattered Clouds],1997-1-5,[9.0 °C],[],[-],,[59%],[N/A],[1023 hPa],[17.0 °C],[9:00 AM],[8.0 km],[West],"[9.3 km/h
		/ 2.6 m/s]",METAR VHHH 050100Z 26005KT 170V310 8000 SCT080 17/09 Q1023 WS LDG RWY 13/31 NOSIG
0,[Partly Cloudy],1997-1-5,[8.0 °C],[],[-],,[55%],[N/A],[1024 hPa],[17.0 °C],[10:00 AM],[8.0 km],[North],"[1.9 km/h
		/ 0.5 m/s]",METAR VHHH 050200Z 35001KT 8000 FEW100 17/08 Q1024 WS LDG RWY 13/31 NOSIG
0,[Clear],1997-1-5,[9.0 °C],[],[-],,[56%],[N/A],[1024 hPa],[18.0 °C],[11:00 AM],[8.0 km],[NE],"[16.7 km/h
		/ 4.6 m/s]",METAR VHHH 050300Z 04009KT 290V060 8000 SKC 18/09 Q1024 WS LDG RWY 13/31 NOSIG
0,[Clear],1997-1-5,[9.0 °C],[],[-],,[52%],[N/A],[1023 hPa],[19.0 °C],[12:00 PM],[8.0 km],[NNW],"[16.7 km/h
		/ 4.6 m/s]",METAR VHHH 050400Z 34009KT 320V070 8000 SKC 19/09 Q1023 WS LDG RWY 13/31 NOSIG
0,[Clear],1997-1-5,[8.0 °C],[],[-],,[49%],[N/A],[1020 hPa],[19.0 °C],[4:00 PM],[-],[NW],"[20.4 km/h
		/ 5.7 m/s]",METAR VHHH 050800Z 32011KT 280V360 CAVOK 19/08 Q1020 WS LDG RWY 13 NOSIG
