Date,max_temp,min_temp,grass_temp,max_humid,min_humid,rainfall,sunshine,UV
2000/8/10,32.8,27.6,26,87,62,0,11,5.5
2000/8/11,33.3,28.4,26.8,86,68,0,10.9,5.2
2000/8/12,32.7,28.4,26.8,85,64,TRACE,10.3,6
2000/8/13,32.4,28.6,26.9,82,67,0,7.7,5.4
2000/8/14,33.2,28.6,26.7,89,65,0.3,7.6,5.5
2000/8/15,31.1,28,26.9,87,73,3.5,6,3.7
2000/8/16,31.3,26.2,25.1,92,66,8.2,3.6,3.2
2000/8/17,32.1,28.1,26.3,84,59,0,9.8,4.7
2000/8/18,32.1,28,26.2,88,70,TRACE,6.7,3.5
2000/8/19,32.7,27.3,25.8,89,64,0,11.7,5.8
2000/8/20,32.7,28.2,26.4,87,64,0,11.3,6.3
2000/8/21,31.9,27.5,26.1,94,64,3.6,11.6,5.9
2000/8/22,32.3,28.2,26.2,82,59,0,10.8,5.6
2000/8/23,31.4,26.2,26.9,87,65,5.9,1.5,2.4
2000/8/24,29.3,24.9,24.1,98,78,153.2,0,0.7
2000/8/25,29.9,25.8,26,93,74,25.4,1,2.9
2000/8/26,28.7,25.7,24.7,97,86,54,0,0.4
2000/8/27,28.4,24.3,24.6,96,85,24.3,0,0.9
2000/8/28,30,26.3,24.9,91,71,TRACE,2.9,3.1
2000/8/29,33,26.8,24.5,79,57,0.5,9.5,5.1
2000/8/30,32.3,28.1,25.8,82,64,0,5.7,3.9
2000/8/31,30.8,26.9,26,92,71,20.7,2.3,2.9
2000/9/1,30.3,24.6,24.7,96,79,50.8,0,1.4
2000/9/2,29.2,24.7,25,97,83,93.9,0,1.2
2000/9/3,29.2,26.6,25.3,94,79,0.3,7.8,4.5
2000/9/4,31.2,26.5,25.1,92,68,0,10.2,5.7
2000/9/5,32.2,26.9,25.3,85,65,0,5.9,3.1
2000/9/6,30.9,27,24.7,84,68,TRACE,9.5,4.3
2000/9/7,30.8,27.1,24.3,78,52,TRACE,6.4,3.8
2000/9/8,28.6,25,23.8,83,65,1.7,1.7,2.5
2000/9/9,29.1,25.6,23.6,83,66,0.8,7.6,4.6
2000/9/10,29.9,24.8,22.8,76,59,0,8.9,3.9
2000/9/11,30.4,25.1,22.8,71,55,0,7.9,3.7
2000/9/12,30.3,25,22.5,64,51,0,11.2,4.7
2000/9/13,30.5,24.8,22,59,40,0,10.7,4.5
2000/9/14,30.7,23.9,21.1,49,32,0,10.7,4.5
2000/9/15,30.1,25,22.5,51,34,0,10.7,4.6
2000/9/16,29.9,24.8,21.9,78,42,0,10.1,4.1
2000/9/17,29.6,25.9,23.4,82,63,0,4.8,2.8
2000/9/18,29.3,25.8,24,82,64,TRACE,7,4
2000/9/19,28.9,25.8,23.9,77,58,0,7.4,3.9
2000/9/20,27.2,23.9,23.9,93,68,4.5,0.7,2.1
2000/9/21,29,25.7,24,84,68,0.6,7.1,3.8
2000/9/22,29.6,26,24.1,85,67,0,8.4,4.5
2000/9/23,30.2,26.4,24.6,88,67,0,7.9,4.5
2000/9/24,29.3,26.1,24.2,86,70,0,4.2,4
2000/9/25,30,26.3,24.5,89,66,TRACE,7.6,4.2
2000/9/26,29.9,26.6,24.5,83,67,0,7.7,4.2
2000/9/27,29.9,26.6,24.5,83,67,0,7.7,4.2
2000/9/28,29.7,26.8,25.1,84,74,0,8.9,4.1
2000/9/29,30.9,26.8,25.2,88,69,TRACE,8.2,4.4
2000/9/30,30.6,26.7,24.9,88,65,0,9.3,3.9
2000/10/1,30.5,26.6,24.5,86,62,0,8.4,4.2
2000/10/2,31.2,26.6,24.4,84,52,0,8.3,3.5
2000/10/3,31,26.6,24.4,83,58,0,9.7,4.2
2000/10/4,30,26.8,24.9,83,65,TRACE,5.5,2.9
2000/10/5,29.3,25.8,24.2,95,76,4.7,7.9,3.7
2000/10/6,29.4,26.1,24.7,92,75,1,6.7,3.7
2000/10/7,30,26,24.6,94,69,0.8,6.2,3.4
2000/10/8,29.7,25.4,24.1,93,72,4,9.3,4
2000/10/9,29.4,26.9,24.7,82,64,TRACE,9.4,3.8
2000/10/10,30,26.2,24,78,59,TRACE,9.9,4.5
2000/10/11,30.1,26.9,25.4,88,68,0.6,5.7,3.6
2000/10/12,29,25.4,25.1,87,65,3.9,0.2,1.9
2000/10/13,26.8,22.1,21.4,89,66,5,0,1
2000/10/14,23.6,21.2,20.3,91,77,4.9,0,1
2000/10/15,24.9,22.3,20.6,82,71,TRACE,0,2.2
2000/10/16,27,22.1,20.5,80,61,0.1,6.5,3.4
2000/10/17,28,22.6,20.6,82,57,TRACE,6.7,3.5
2000/10/18,26.2,23.1,21.9,83,73,TRACE,0.2,1.3
2000/10/19,25.4,22.1,21.2,95,79,17.8,0,0.8
2000/10/20,25,23.6,23.1,97,88,116,0,0.4
2000/10/21,25.4,23.6,22.9,97,89,27.6,0,0.5
2000/10/22,28.3,24.7,23.3,97,84,10.7,5.4,2.6
2000/10/23,28.3,25.5,24.7,97,81,5.1,6.4,3.5
2000/10/24,30.2,25.5,23.8,93,69,TRACE,9.1,2.9
2000/10/25,29.1,25,23.7,89,66,1.9,7.2,3.3
2000/10/26,27.7,25.6,23.8,86,74,0,5.1,2.4
2000/10/27,26.7,24.8,23.6,82,75,0,5.8,2.6
2000/10/28,26.3,24.1,23.2,83,68,0,0.7,1.9
2000/10/29,25.2,20.5,20.2,74,56,0,9.2,3.7
2000/10/30,23.3,18.7,16.9,63,43,0,9,3.4
2000/10/31,23.9,18.9,16.9,60,45,0,7.7,3.1
2000/11/1,23.3,18.6,16.7,54,39,0,10.2,3.2
2000/11/2,23.7,16.9,14.3,56,44,0,10.1,3
2000/11/3,23.7,16.9,14.3,56,44,0,10.1,3
2000/11/4,23.3,20.9,18.9,66,50,TRACE,0,1.4
2000/11/5,25.8,21.4,18.6,85,58,0,3.2,2.7
2000/11/6,25,22.8,20.6,87,68,0.1,0,1.1
2000/11/7,24.1,22.2,20.7,96,79,23.5,0,0.4
2000/11/8,24.8,23.3,22.6,95,86,3.1,0.3,0.8
2000/11/9,23.9,22.1,21.2,87,79,TRACE,1.4,1.8
2000/11/10,25.7,22.2,20.4,89,69,0.4,7.7,2.7
2000/11/11,23.6,17.2,19.2,94,74,13.7,0.1,1.6
2000/11/12,17.5,14.9,14.4,97,83,44.1,0,1
2000/11/13,20.6,15.1,14.1,86,73,TRACE,2.2,2.4
2000/11/14,24.3,19.5,17.2,87,62,0,8.7,2.9
2000/11/15,26.5,22,19.9,90,67,0,7.1,2.8
2000/11/16,23.2,19.3,18.5,95,71,9.6,2.4,2.1
2000/11/17,20.7,18.5,18,76,67,TRACE,0,1.5
2000/11/18,21.2,18.3,18.1,80,72,TRACE,0.9,1.8
2000/11/19,22.5,19.9,19.3,84,73,TRACE,0,1.4
2000/11/20,21.5,14.7,17,88,52,TRACE,4.6,2.7
2000/11/21,17.7,14.1,13.3,61,53,0,0.4,1.8
2000/11/22,19.9,14.7,12.9,71,58,0,10.1,2.6
2000/11/23,21.6,17.6,15.2,81,67,0,9.9,2.7
2000/11/24,22.1,19.9,18.5,85,70,0,1.5,2.1
2000/11/25,23.6,20.5,19.6,85,70,0,7,2.7
2000/11/26,24.3,20.5,19.5,92,71,2.3,2.5,1.9
2000/11/27,24.3,21.4,20,89,76,0,5.3,2.4
2000/11/28,22.4,20.5,20.5,83,76,0,0.7,1.3
2000/11/29,22.2,19.9,18.8,84,69,0,6.1,2.5
2000/11/30,22.9,19.7,17.8,87,72,0,9.3,2.8
2000/12/1,25.4,20.2,18.3,87,63,0,7.5,1.9
2000/12/2,22.9,19.4,19.1,93,70,0.5,6.5,2.2
2000/12/3,21,17.2,16.1,75,58,0,4.1,1.8
2000/12/4,19.7,16.3,14.8,72,67,0,0,1.1
2000/12/5,21.8,17.7,15.8,80,63,0,9.6,2.4
2000/12/6,21.5,18.8,17.1,88,70,0,8.5,2.3
2000/12/7,22.4,19.5,17.6,88,67,0,7.6,2.3
2000/12/8,21.6,19.4,17.6,87,72,0,8.6,2.3
2000/12/9,21.6,19.1,16.7,87,63,0,9.1,2.5
2000/12/10,24.2,19.7,17.8,85,57,0,6.5,2.4
2000/12/11,21.6,17.8,18.4,91,71,1.7,0.2,1
2000/12/12,17.9,13.9,15.6,96,91,25.8,0,0.7
2000/12/13,14.2,11.3,11.1,96,84,24.8,0,1
2000/12/14,18.6,13.1,12.1,84,62,0,7,2.2
2000/12/15,20,16.3,14.5,82,68,TRACE,1.1,1.7
2000/12/16,22.6,18.6,17.9,84,67,0,4.7,1.9
2000/12/17,23.9,19.7,17.8,88,61,0,5.1,2.2
2000/12/18,22.9,19.8,18.8,91,76,TRACE,0.7,1.6
2000/12/19,22.1,19.5,19,93,79,2.4,0,1
2000/12/20,23.1,17.3,18.5,96,71,0.6,0.3,1
2000/12/21,17.9,13.9,14,72,62,0,2.4,1.5
2000/12/22,17.3,12.6,11.4,80,62,0,2.9,1.5
2000/12/23,19.5,12.9,11,75,40,0,9.6,2.5
2000/12/24,20,15.2,12.5,82,51,0,9.8,2.4
2000/12/25,20.5,16.4,14,86,49,0,9.6,2.4
2000/12/26,20.6,16.6,14.6,81,62,0,5,1.8
2000/12/27,20.6,18,16.2,81,62,0.2,1.7,1.6
2000/12/28,22.6,18.5,16.1,83,59,0,8.8,2.2
2000/12/29,20.6,17.2,15.2,86,68,0,8.5,1.9
2000/12/30,21.6,16.2,13.8,88,42,0,8.9,1.9
2000/12/31,19.3,14.4,12.3,66,49,0,9.3,2.2
2001/1/1,17.9,15.1,12.7,78,64,0,5,2
2001/1/2,19.8,16,13.8,84,71,0,1.6,1.7
2001/1/3,19.8,17.1,14.9,89,76,0,9.6,2.5
2001/1/4,19.4,17.7,15.9,87,74,TRACE,0.9,1.2
2001/1/5,19.9,17.6,16.2,85,69,TRACE,6.9,2.3
2001/1/6,20.4,17.9,16.3,89,73,0,6.8,2.6
2001/1/7,23.2,17.3,15.4,91,66,0,8.8,2
2001/1/8,20.8,18.8,16.4,87,75,0,6.7,2.2
2001/1/9,22.9,15.3,15.5,86,61,0,6,2
2001/1/10,17.7,13.2,12.6,77,65,0,0,1
2001/1/11,18.1,14.7,13.6,88,76,0.4,0,1
2001/1/12,19,17.5,16.1,87,74,0,2.9,1.7
2001/1/13,19.4,15.1,13.7,94,56,0.7,3.8,1.6
2001/1/14,18.1,14.7,13.4,76,60,0,9.2,2.4
2001/1/15,16.1,13.4,12.3,71,57,0,0.5,1.1
2001/1/16,16.6,13.7,12.8,73,56,TRACE,3.2,1.9
2001/1/17,17.6,14.5,12.9,77,58,0,9.6,2.8
2001/1/18,21.2,15.6,13.5,82,66,0,6.1,2.2
2001/1/19,21.5,18.1,15.9,86,64,0,7.6,2.8
2001/1/20,23.3,18.2,15.2,84,62,0,9.3,2.7
2001/1/21,20.1,18.2,16.6,90,79,0,1.6,1.3
2001/1/22,21.8,18.5,17.1,89,80,0,3.6,2.3
2001/1/23,20.4,17.6,18.3,95,89,0.3,0,0.7
2001/1/24,20.2,17.7,16.8,95,89,TRACE,0,0.9
2001/1/25,21,16,18.6,97,93,2.3,0,0.6
2001/1/26,16.2,11.4,12.6,96,62,27.3,0.4,1.1
2001/1/27,13.8,11.2,10.2,95,65,6.4,0,0.6
2001/1/28,12.9,9.8,9.1,96,74,10.2,0,0.6
2001/1/29,15.2,12.3,11.2,77,59,0,0,1.4
2001/1/30,17.3,14.5,12.8,85,67,0,0.2,1.9
2001/1/31,18.5,15.8,14.1,87,78,0,0.2,1.6
2001/2/1,19,15.6,15.6,88,75,TRACE,0,1.1
2001/2/2,15.7,13.2,13.1,89,79,TRACE,0,0.6
2001/2/3,16.3,14.1,13.3,93,90,0.1,0,0.7
2001/2/4,16.1,14.7,14.2,97,87,TRACE,0,0.8
2001/2/5,18.8,15.9,14.5,94,82,TRACE,4.5,2.1
2001/2/6,21.7,17.4,15.5,93,76,0,8.5,3.1
2001/2/7,23.6,16.7,16.5,94,70,0,6.3,2.1
2001/2/8,17,14.6,14,77,70,0,0,0.7
2001/2/9,17.7,14.5,13.6,81,69,TRACE,1.9,1.9
2001/2/10,17.3,13.9,13.9,85,70,1,0.7,1.7
2001/2/11,19,15.4,13.3,88,71,TRACE,3,2.1
2001/2/12,22.8,16.8,15.2,90,65,0,8,3.1
2001/2/13,20.4,13.7,15.9,93,63,TRACE,0.7,1.7
2001/2/14,15.9,10.5,9.1,69,58,0,2,2.4
2001/2/15,18,12.5,10.1,76,49,0,10,3.3
2001/2/16,18.9,14.9,12.5,83,50,0,8,3
2001/2/17,17.8,14.8,12.7,82,62,0,6.8,3.1
2001/2/18,22.8,16.4,14,86,65,0,8.8,3.8
2001/2/19,24.1,17.8,15,90,62,0,10.2,3.2
2001/2/20,22.3,17.9,15.4,84,63,0,10.4,3.7
2001/2/21,23.2,18.5,16.4,83,67,0,4.4,2.5
2001/2/22,24.2,18.9,16.4,88,62,0,10.3,3.5
2001/2/23,25.3,17.7,15.9,91,55,0,10.2,3.4
2001/2/24,26,18.6,17.7,97,58,0,7.1,1.9
2001/2/25,19.4,12.9,14.9,94,68,8.8,0,0.4
2001/2/26,16.7,12.9,12.1,91,80,TRACE,0,1.2
2001/2/27,20.4,16.6,14.5,86,75,TRACE,0.6,2.2
2001/2/28,20.3,17.2,17.1,95,77,1,4.2,2
2001/3/1,21.2,14.3,12.4,82,42,0,10,3.3
2001/3/2,19.4,16.5,13.8,75,54,0,5.5,2.7
2001/3/3,22.8,18.3,17,85,59,TRACE,4.2,2.5
2001/3/4,22.6,17,14.2,60,32,0,9.7,3.8
2001/3/5,21.1,17.3,14,80,55,0,8.5,3.2
2001/3/6,23.4,18.8,16.7,90,70,0,8.5,2.7
2001/3/7,25.1,18.2,17.6,93,70,TRACE,4.6,2.1
2001/3/8,18.3,15.4,14.4,90,67,TRACE,0.3,0.9
2001/3/9,17.9,14.9,13.3,69,57,TRACE,2.7,2.2
2001/3/10,18.7,17.3,14.9,74,64,TRACE,0,0.8
2001/3/11,19.7,16.9,14.9,93,74,2.7,0,1.1
2001/3/12,20.6,16.1,15,93,60,1.3,0.5,2.2
2001/3/13,20.1,16.9,14.5,82,50,0,4.4,3.2
2001/3/14,22.5,18.5,16.9,88,71,TRACE,5.8,4.1
2001/3/15,25.3,19.8,17.7,92,55,0,9.5,4.9
2001/3/16,23,20.8,19.1,93,83,TRACE,5,3.5
2001/3/17,26.9,20.5,20.6,94,65,TRACE,3.8,3.4
2001/3/18,23.6,19.9,19.4,93,77,TRACE,1.4,2
2001/3/19,22.6,19.1,18.4,93,75,TRACE,4.1,4
2001/3/20,25.4,21.3,19.6,92,73,0.1,0,2
2001/3/21,26.5,19.5,17.3,89,48,0,9.7,4.2
2001/3/22,24.9,20.9,18.2,92,72,0,3.2,3.3
2001/3/23,27.7,22.2,21.1,94,67,0.2,5.5,4.2
2001/3/24,27.9,23.9,21.7,89,70,TRACE,6.1,3.6
2001/3/25,26.2,20.7,22.8,98,81,46.2,0.4,0.6
2001/3/26,20.8,19.1,17,89,79,TRACE,0,0.8
2001/3/27,20.7,18.9,18.1,96,84,5.4,0,0.7
2001/3/28,23,19.5,17.5,89,66,TRACE,5.1,3.9
2001/3/29,22,17.1,15.1,82,56,0.6,7.6,4.3
2001/3/30,22.7,18.4,15.9,84,65,0,9.2,4.4
2001/3/31,24.2,20,17.9,87,72,TRACE,4.6,3.1
2001/4/1,22.1,19.6,18.8,87,77,TRACE,0.6,1.7
2001/4/2,24,20,18.7,89,75,TRACE,4.5,2.9
2001/4/3,26.8,21.4,19.3,93,66,0,6.9,3.6
2001/4/4,24.2,18.8,19.8,97,87,41.3,0,0.4
2001/4/5,21.4,18.5,17.9,97,81,17.9,0.3,1.8
2001/4/6,21,19.5,19.5,96,88,5,0,0.5
2001/4/7,22.3,19.7,18.8,95,88,0.2,0,1.3
2001/4/8,26.4,21,19.9,97,84,0.1,0.1,0.6
2001/4/9,25.2,21.4,22.7,98,89,46.6,0,0.8
2001/4/10,21.8,21,19.9,96,82,0.3,0,1.2
2001/4/11,21.1,15.6,17.9,98,66,4.2,0.2,0.6
2001/4/12,21.1,15,13.9,79,48,0,8.1,4.1
2001/4/13,20.5,18.7,16,82,69,TRACE,0.1,1
2001/4/14,23,19.7,17.6,84,62,TRACE,0.7,1.6
2001/4/15,24.2,20.7,18.5,87,58,0,7.7,4.6
2001/4/16,25.8,20.7,19.1,90,70,0,6.2,4
2001/4/17,26.8,22.1,20.2,92,71,0,2.2,2.6
2001/4/18,25.1,21.9,21.9,95,87,5.4,0.8,1.4
2001/4/19,24.4,21.7,21.1,97,91,2.3,0.2,1.3
2001/4/20,28.6,24.1,22.7,95,76,TRACE,4.9,2.4
2001/4/21,27.6,23.1,24.4,92,80,1.2,0.1,0.7
2001/4/22,23.3,19.9,21.5,94,85,3.6,0,1
2001/4/23,22.4,19.5,18.8,94,85,1.4,0.4,2
2001/4/24,26.8,21.3,20.8,94,78,TRACE,1.8,3.1
2001/4/25,22.9,20.2,21.4,96,83,3.2,0,0.5
2001/4/26,24.2,20.1,19.3,94,73,TRACE,7.9,4.3
2001/4/27,24.9,21,19.4,88,70,0,6.6,4.4
2001/4/28,26.2,22.8,22,94,85,TRACE,3.5,3.8
2001/4/29,30,24.3,23.2,96,76,0.3,6.3,4.4
2001/4/30,31.8,25.8,24.1,93,62,0,8.9,5
2001/5/1,27.1,24,23.6,92,74,0.8,1.3,2.6
2001/5/2,26.7,23.6,22.7,91,80,TRACE,0.1,1.5
2001/5/3,24.9,23.4,22.5,96,83,3.2,0,1.8
2001/5/4,26.4,23.3,22,91,79,0.1,1.5,3.5
2001/5/5,30.5,24.3,22.9,93,65,TRACE,8.8,4.3
2001/5/6,31,26,24.4,91,66,0,9.8,5.7
2001/5/7,31,27.7,25.9,83,72,0,8,5.1
2001/5/8,32.2,27.4,25.9,92,68,5.2,6,4.2
2001/5/9,30.3,23.4,24.4,96,76,30.4,3,1.9
2001/5/10,26.9,23.5,22.3,87,69,TRACE,1.4,2.5
2001/5/11,26.6,22.9,21.5,92,70,0.2,2.6,2
2001/5/12,29.6,23.4,21.6,84,60,0,7.4,3.8
2001/5/13,29.2,23.9,22,85,65,0,9.6,4.7
2001/5/14,30,25.4,23.4,84,62,0,7.1,3.8
2001/5/15,28.5,25.3,23.9,87,73,0.1,3.3,4.2
2001/5/16,27.8,25,23.3,85,71,1.2,0.9,3.2
2001/5/17,27.5,24.9,23.6,92,83,0.5,0.4,1.8
2001/5/18,28,25.3,24.6,92,80,22.8,0.1,1.4
2001/5/19,27.9,25.5,24.3,94,83,1.8,0.1,2.1
2001/5/20,31.9,26.2,24.7,92,67,TRACE,8.3,5.9
2001/5/21,31.7,23.9,25.1,97,69,27.6,3.3,4.3
2001/5/22,28.9,24.8,22.9,96,78,14.6,1,2.6
2001/5/23,28.6,26.3,24.9,93,79,0,4.8,3.3
2001/5/24,30.3,25.8,24.3,92,72,0,10.5,5.5
2001/5/25,29.8,26.3,24.9,89,74,0,7.6,4.1
